pokedex_number,generation,name,type1,type2,classification,abilities,percentage_male,capture_rate,base_egg_steps,base_happiness,height_m,weight_kg,base_total,hp,attack,defense,sp_attack,sp_defense,speed,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
269,3,Dustox,bug,poison,Poison Moth Pokémon,"['Shield Dust', 'Compoundeyes']",50.0,45,3840,70,1.2,31.6,385,60,50,70,50,90,65,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
270,3,Lotad,water,grass,Water Weed Pokémon,"['Swift Swim', 'Rain Dish', 'Own Tempo']",50.0,255,3840,70,0.5,2.6,220,40,30,30,40,50,30,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25
271,3,Lombre,water,grass,Jolly Pokémon,"['Swift Swim', 'Rain Dish', 'Own Tempo']",50.0,120,3840,70,1.2,32.5,340,60,50,50,60,70,50,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25
272,3,Ludicolo,water,grass,Carefree Pokémon,"['Swift Swim', 'Rain Dish', 'Own Tempo']",50.0,45,3840,70,1.5,55.0,480,80,70,70,90,100,70,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25
273,3,Seedot,grass,,Acorn Pokémon,"['Chlorophyll', 'Early Bird', 'Pickpocket']",50.0,255,3840,70,0.5,4.0,220,40,40,50,30,30,30,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
274,3,Nuzleaf,grass,dark,Wily Pokémon,"['Chlorophyll', 'Early Bird', 'Pickpocket']",50.0,120,3840,70,1.0,28.0,340,70,70,40,60,40,60,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5
275,3,Shiftry,grass,dark,Wickid Pokémon,"['Chlorophyll', 'Early Bird', 'Pickpocket']",50.0,45,3840,70,1.3,59.6,480,90,100,60,90,60,80,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5
276,3,Taillow,normal,flying,TinySwallow Pokémon,"['Guts', 'Scrappy']",50.0,200,3840,70,0.3,2.3,270,40,55,30,30,30,85,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
277,3,Swellow,normal,flying,Swallow Pokémon,"['Guts', 'Scrappy']",50.0,45,3840,70,0.7,19.8,455,60,85,60,75,50,125,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
278,3,Wingull,water,flying,Seagull Pokémon,"['Keen Eye', 'Hydration', 'Rain Dish']",50.0,190,5120,70,0.6,9.5,270,40,30,30,55,30,85,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
279,3,Pelipper,water,flying,Water Bird Pokémon,"['Keen Eye', 'Drizzle', 'Rain Dish']",50.0,45,5120,70,1.2,28.0,440,60,50,100,95,70,65,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
280,3,Ralts,psychic,fairy,Feeling Pokémon,"['Synchronize', 'Trace', 'Telepathy']",50.0,235,5120,35,0.4,6.6,198,28,25,25,45,35,40,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0
281,3,Kirlia,psychic,fairy,Emotion Pokémon,"['Synchronize', 'Trace', 'Telepathy']",50.0,120,5120,35,0.8,20.2,278,38,35,35,65,55,50,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0
282,3,Gardevoir,psychic,fairy,Embrace Pokémon,"['Synchronize', 'Trace', 'Telepathy']",50.0,45,5120,35,1.6,48.4,618,68,85,65,165,135,100,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0
283,3,Surskit,bug,water,Pond Skater Pokémon,"['Swift Swim', 'Rain Dish']",50.0,200,3840,70,0.5,1.7,269,40,30,32,50,52,65,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5
284,3,Masquerain,bug,flying,Eyeball Pokémon,"['Intimidate', 'Unnerve']",50.0,75,3840,70,0.8,3.6,454,70,60,62,100,82,80,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
285,3,Shroomish,grass,,Mushroom Pokémon,"['Effect Spore', 'Poison Heal', 'Quick Feet']",50.0,255,3840,70,0.4,4.5,295,60,40,60,40,60,35,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
286,3,Breloom,grass,fighting,Mushroom Pokémon,"['Effect Spore', 'Poison Heal', 'Technician']",50.0,90,3840,70,1.2,39.2,460,60,130,80,60,60,70,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5
287,3,Slakoth,normal,,Slacker Pokémon,['Truant'],50.0,255,3840,70,0.8,24.0,280,60,60,60,35,35,30,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
288,3,Vigoroth,normal,,Wild Monkey Pokémon,['Vital Spirit'],50.0,120,3840,70,1.4,46.5,440,80,80,80,55,55,90,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
289,3,Slaking,normal,,Lazy Pokémon,['Truant'],50.0,45,3840,70,2.0,130.5,670,150,160,100,95,65,100,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
290,3,Nincada,bug,ground,Trainee Pokémon,"['Compoundeyes', 'Run Away']",50.0,255,3840,70,0.5,5.5,266,31,45,90,30,30,40,1.0,1.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0
291,3,Ninjask,bug,flying,Ninja Pokémon,"['Speed Boost', 'Infiltrator']",50.0,120,3840,70,0.8,12.0,456,61,90,45,50,50,160,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
292,3,Shedinja,bug,ghost,Shed Pokémon,['Wonder Guard'],,45,3840,70,0.8,1.2,236,1,90,45,30,30,40,0.5,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.5,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0
293,3,Whismur,normal,,Whisper Pokémon,"['Soundproof', 'Rattled']",50.0,190,5120,70,0.6,16.3,240,64,51,23,51,23,28,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
294,3,Loudred,normal,,Big Voice Pokémon,"['Soundproof', 'Scrappy']",50.0,120,5120,70,1.0,40.5,360,84,71,43,71,43,48,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
295,3,Exploud,normal,,Loud Noise Pokémon,"['Soundproof', 'Scrappy']",50.0,45,5120,70,1.5,84.0,490,104,91,63,91,73,68,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
296,3,Makuhita,fighting,,Guts Pokémon,"['Thick Fat', 'Guts', 'Sheer Force']",75.4,180,5120,70,1.0,86.4,237,72,60,30,20,30,25,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
297,3,Hariyama,fighting,,Arm Thrust Pokémon,"['Thick Fat', 'Guts', 'Sheer Force']",75.4,200,5120,70,2.3,253.8,474,144,120,60,40,60,50,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
298,3,Azurill,normal,fairy,Polka Dot Pokémon,"['Thick Fat', 'Huge Power', 'Sap Sipper']",24.6,150,2560,70,0.2,2.0,190,50,20,40,20,40,20,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
299,3,Nosepass,rock,,Compass Pokémon,"['Sturdy', 'Magnet Pull', 'Sand Force']",50.0,255,5120,70,1.0,97.0,375,30,45,135,45,90,30,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
300,3,Skitty,normal,,Kitten Pokémon,"['Cute Charm', 'Normalize', 'Wonder Skin ']",24.6,255,3840,70,0.6,11.0,260,50,45,45,35,35,50,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
301,3,Delcatty,normal,,Prim Pokémon,"['Cute Charm', 'Normalize', 'Wonder Skin ']",24.6,60,3840,70,1.1,32.6,400,70,65,65,55,55,90,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
302,3,Sableye,dark,ghost,Darkness Pokémon,"['Keen Eye', 'Stall', 'Prankster']",50.0,45,6400,35,0.5,11.0,480,50,85,125,85,115,20,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0
303,3,Mawile,steel,fairy,Deceiver Pokémon,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",50.0,45,5120,70,0.6,11.5,480,50,105,125,55,95,50,0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0
304,3,Aron,steel,rock,Iron Armor Pokémon,"['Sturdy', 'Rock Head', 'Heavy Metal']",50.0,180,8960,35,0.4,60.0,330,50,70,100,40,40,30,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
305,3,Lairon,steel,rock,Iron Armor Pokémon,"['Sturdy', 'Rock Head', 'Heavy Metal']",50.0,90,8960,35,0.9,120.0,430,60,90,140,50,50,40,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
306,3,Aggron,steel,rock,Iron Armor Pokémon,"['Sturdy', 'Rock Head', 'Heavy Metal']",50.0,45,8960,35,2.1,360.0,630,70,140,230,60,80,50,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
307,3,Meditite,fighting,psychic,Meditate Pokémon,"['Pure Power', 'Telepathy']",50.0,180,5120,70,0.6,11.2,280,30,40,55,40,55,60,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
308,3,Medicham,fighting,psychic,Meditate Pokémon,"['Pure Power', 'Telepathy']",50.0,90,5120,70,1.3,31.5,510,60,100,85,80,85,100,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
309,3,Electrike,electric,,Lightning Pokémon,"['Static', 'Lightningrod', 'Minus']",50.0,120,5120,70,0.6,15.2,295,40,45,40,65,40,65,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
310,3,Manectric,electric,,Discharge Pokémon,"['Static', 'Lightningrod', 'Minus']",50.0,45,5120,70,1.5,40.2,575,70,75,80,135,80,135,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
311,3,Plusle,electric,,Cheering Pokémon,"['Plus', 'Lightningrod']",50.0,200,5120,70,0.4,4.2,405,60,50,40,85,75,95,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
312,3,Minun,electric,,Cheering Pokémon,"['Minus', 'Volt Absorb']",50.0,200,5120,70,0.4,4.2,405,60,40,50,75,85,95,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
313,3,Volbeat,bug,,Firefly Pokémon,"['Illuminate', 'Swarm', 'Prankster']",100.0,150,3840,70,0.7,17.7,430,65,73,75,47,85,85,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
314,3,Illumise,bug,,Firefly Pokémon,"['Oblivious', 'Tinted Lens', 'Prankster']",0.0,150,3840,70,0.6,17.7,430,65,47,75,73,85,85,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
315,3,Roselia,grass,poison,Thorn Pokémon,"['Natural Cure', 'Poison Point', 'Leaf Guard']",50.0,150,5120,70,0.3,2.0,400,50,60,45,100,80,65,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
316,3,Gulpin,poison,,Stomach Pokémon,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",50.0,225,5120,70,0.4,10.3,302,70,43,53,43,53,40,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
317,3,Swalot,poison,,Poison Bag Pokémon,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",50.0,75,5120,70,1.7,80.0,467,100,73,83,73,83,55,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
318,3,Carvanha,water,dark,Savage Pokémon,"['Rough Skin', 'Speed Boost']",50.0,225,5120,35,0.8,20.8,305,45,90,20,65,20,65,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5
319,3,Sharpedo,water,dark,Brutal Pokémon,"['Rough Skin', 'Speed Boost']",50.0,60,5120,35,1.8,88.8,560,70,140,70,110,65,105,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5
320,3,Wailmer,water,,Ball Whale Pokémon,"['Water Veil', 'Oblivious', 'Pressure']",50.0,125,10240,70,2.0,130.0,400,130,70,35,70,35,60,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
321,3,Wailord,water,,Float Whale Pokémon,"['Water Veil', 'Oblivious', 'Pressure']",50.0,60,10240,70,14.5,398.0,500,170,90,45,90,45,60,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
322,3,Numel,fire,ground,Numb Pokémon,"['Oblivious', 'Simple', 'Own Tempo']",50.0,255,5120,70,0.7,24.0,305,60,60,40,65,45,35,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0
323,3,Camerupt,fire,ground,Eruption Pokémon,"['Magma Armor', 'Solid Rock', 'Anger Point']",50.0,150,5120,70,1.9,220.0,560,70,120,100,145,105,20,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0
324,3,Torkoal,fire,,Coal Pokémon,"['White Smoke', 'Drought', 'Shell Armor']",50.0,90,5120,70,0.5,80.4,470,70,85,140,85,70,20,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
325,3,Spoink,psychic,,Bounce Pokémon,"['Thick Fat', 'Own Tempo', 'Gluttony']",50.0,255,5120,70,0.7,30.6,330,60,25,35,70,80,60,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
326,3,Grumpig,psychic,,Manipulate Pokémon,"['Thick Fat', 'Own Tempo', 'Gluttony']",50.0,60,5120,70,0.9,71.5,470,80,45,65,90,110,80,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
327,3,Spinda,normal,,Spot Panda Pokémon,"['Own Tempo', 'Tangled Feet', 'Contrary']",50.0,255,3840,70,1.1,5.0,360,60,60,60,60,60,60,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
328,3,Trapinch,ground,,Ant Pit Pokémon,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",50.0,255,5120,70,0.7,15.0,290,45,100,45,45,45,10,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
329,3,Vibrava,ground,dragon,Vibration Pokémon,['Levitate'],50.0,120,5120,70,1.1,15.3,340,50,70,50,50,50,70,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
330,3,Flygon,ground,dragon,Mystic Pokémon,['Levitate'],50.0,45,5120,70,2.0,82.0,520,80,100,80,80,80,100,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
331,3,Cacnea,grass,,Cactus Pokémon,"['Sand Veil', 'Water Absorb']",50.0,190,5120,35,0.4,51.3,335,50,85,40,85,40,35,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
332,3,Cacturne,grass,dark,Scarecrow Pokémon,"['Sand Veil', 'Water Absorb']",50.0,60,5120,35,1.3,77.4,475,70,115,60,115,60,55,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5
333,3,Swablu,normal,flying,Cotton Bird Pokémon,"['Natural Cure', 'Cloud Nine']",50.0,255,5120,70,0.4,1.2,310,45,40,60,40,75,50,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
334,3,Altaria,dragon,flying,Humming Pokémon,"['Natural Cure', 'Cloud Nine']",50.0,45,5120,70,1.1,20.6,590,75,110,110,110,105,80,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
335,3,Zangoose,normal,,Cat Ferret Pokémon,"['Immunity', 'Toxic Boost']",50.0,90,5120,70,1.3,40.3,458,73,115,60,60,60,90,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
336,3,Seviper,poison,,Fang Snake Pokémon,"['Shed Skin', 'Infiltrator']",50.0,90,5120,70,2.7,52.5,458,73,100,60,100,60,65,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
337,3,Lunatone,rock,psychic,Meteorite Pokémon,['Levitate'],,45,6400,70,1.0,168.0,460,90,55,65,95,85,70,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0
338,3,Solrock,rock,psychic,Meteorite Pokémon,['Levitate'],,45,6400,70,1.2,154.0,460,90,95,85,55,65,70,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0
339,3,Barboach,water,ground,Whiskers Pokémon,"['Oblivious', 'Anticipation', 'Hydration']",50.0,190,5120,70,0.4,1.9,288,50,48,43,46,41,60,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
340,3,Whiscash,water,ground,Whiskers Pokémon,"['Oblivious', 'Anticipation', 'Hydration']",50.0,75,5120,70,0.9,23.6,468,110,78,73,76,71,60,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
341,3,Corphish,water,,Ruffian Pokémon,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",50.0,205,3840,70,0.6,11.5,308,43,80,65,50,35,35,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
342,3,Crawdaunt,water,dark,Rogue Pokémon,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",50.0,155,3840,70,1.1,32.8,468,63,120,85,90,55,55,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5
343,3,Baltoy,ground,psychic,Clay Doll Pokémon,['Levitate'],,255,5120,70,0.5,21.5,300,40,40,55,40,70,55,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0
344,3,Claydol,ground,psychic,Clay Doll Pokémon,['Levitate'],,90,5120,70,1.5,108.0,500,60,70,105,70,120,75,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0
345,3,Lileep,rock,grass,Sea Lily Pokémon,"['Suction Cups', 'Storm Drain']",88.1,45,7680,70,1.0,23.8,355,66,41,77,61,87,23,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0
346,3,Cradily,rock,grass,Barnacle Pokémon,"['Suction Cups', 'Storm Drain']",88.1,45,7680,70,1.5,60.4,495,86,81,97,81,107,43,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0
347,3,Anorith,rock,bug,Old Shrimp Pokémon,"['Battle Armor', 'Swift Swim']",88.1,45,7680,70,0.7,12.5,355,45,95,50,40,50,75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
348,3,Armaldo,rock,bug,Plate Pokémon,"['Battle Armor', 'Swift Swim']",88.1,45,7680,70,1.5,68.2,495,75,125,100,70,80,45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
349,3,Feebas,water,,Fish Pokémon,"['Swift Swim', 'Oblivious', 'Adaptability']",50.0,255,5120,70,0.6,7.4,200,20,15,20,10,55,80,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
350,3,Milotic,water,,Tender Pokémon,"['Marvel Scale', 'Competitive', 'Cute Charm']",50.0,60,5120,70,6.2,162.0,540,95,60,79,100,125,81,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
351,3,Castform,normal,,Weather Pokémon,['Forecast'],50.0,45,6400,70,0.3,0.8,420,70,70,70,70,70,70,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
352,3,Kecleon,normal,,Color Swap Pokémon,"['Color Change', 'Protean']",50.0,200,5120,70,1.0,22.0,440,60,90,70,60,120,40,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
353,3,Shuppet,ghost,,Puppet Pokémon,"['Insomnia', 'Frisk', 'Cursed Body']",50.0,225,6400,35,0.6,2.3,295,44,75,35,63,33,45,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
354,3,Banette,ghost,,Marionette Pokémon,"['Insomnia', 'Frisk', 'Cursed Body']",50.0,45,6400,35,1.1,12.5,555,64,165,75,93,83,75,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
355,3,Duskull,ghost,,Requiem Pokémon,"['Levitate', 'Frisk']",50.0,190,6400,35,0.8,15.0,295,20,40,90,30,90,25,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
356,3,Dusclops,ghost,,Beckon Pokémon,"['Pressure', 'Frisk']",50.0,90,6400,35,1.6,30.6,455,40,70,130,60,130,25,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
357,3,Tropius,grass,flying,Fruit Pokémon,"['Chlorophyll', 'Solar Power', 'Harvest']",50.0,200,6400,70,2.0,100.0,460,99,68,83,72,87,51,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
358,3,Chimecho,psychic,,Wind Chime Pokémon,['Levitate'],50.0,45,6400,70,0.6,1.0,455,75,50,80,95,90,65,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
359,3,Absol,dark,,Disaster Pokémon,"['Pressure', 'Super Luck', 'Justified']",50.0,30,6400,35,1.2,47.0,565,65,150,60,115,60,115,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
